agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De ooms herkennen	De ooms herkent	herkennen	herkent	1	2	plural	De ooms herkennen de persoon.
De ooms horen	De ooms hoort	horen	hoort	1	2	plural	De ooms horen de persoon.
De ooms bekritiseren	De ooms bekritiseert	bekritiseren	bekritiseert	1	2	plural	De ooms bekritiseren de persoon.
De ooms kennen	De ooms kent	kennen	kent	1	2	plural	De ooms kennen de persoon.
De ooms roepen	De ooms roept	roepen	roept	1	2	plural	De ooms roepen de persoon.
De ooms missen	De ooms mist	missen	mist	1	2	plural	De ooms missen de persoon.
De meiden begrijpen	De meiden begrijpt	begrijpen	begrijpt	1	2	plural	De meiden begrijpen de persoon.
De meiden vertrouwen	De meiden vertrouwt	vertrouwen	vertrouwt	1	2	plural	De meiden vertrouwen de persoon.
De meiden verleiden	De meiden verleidt	verleiden	verleidt	1	2	plural	De meiden verleiden de persoon.
De meiden zien	De meiden ziet	zien	ziet	1	2	plural	De meiden zien de persoon.
De meiden vermijden	De meiden vermijdt	vermijden	vermijdt	1	2	plural	De meiden vermijden de persoon.
De meiden onderzoeken	De meiden onderzoekt	onderzoeken	onderzoekt	1	2	plural	De meiden onderzoeken de persoon.
De meiden groeten	De meiden groet	groeten	groet	1	2	plural	De meiden groeten de persoon.
De meiden stimuleren	De meiden stimuleert	stimuleren	stimuleert	1	2	plural	De meiden stimuleren de persoon.
De meiden herkennen	De meiden herkent	herkennen	herkent	1	2	plural	De meiden herkennen de persoon.
De meiden horen	De meiden hoort	horen	hoort	1	2	plural	De meiden horen de persoon.
De meiden bekritiseren	De meiden bekritiseert	bekritiseren	bekritiseert	1	2	plural	De meiden bekritiseren de persoon.
De meiden kennen	De meiden kent	kennen	kent	1	2	plural	De meiden kennen de persoon.
De meiden roepen	De meiden roept	roepen	roept	1	2	plural	De meiden roepen de persoon.
De meiden missen	De meiden mist	missen	mist	1	2	plural	De meiden missen de persoon.
De jongens begrijpen	De jongens begrijpt	begrijpen	begrijpt	1	2	plural	De jongens begrijpen de persoon.
De jongens vertrouwen	De jongens vertrouwt	vertrouwen	vertrouwt	1	2	plural	De jongens vertrouwen de persoon.
De jongens verleiden	De jongens verleidt	verleiden	verleidt	1	2	plural	De jongens verleiden de persoon.
De jongens zien	De jongens ziet	zien	ziet	1	2	plural	De jongens zien de persoon.
De jongens vermijden	De jongens vermijdt	vermijden	vermijdt	1	2	plural	De jongens vermijden de persoon.
De jongens onderzoeken	De jongens onderzoekt	onderzoeken	onderzoekt	1	2	plural	De jongens onderzoeken de persoon.
De jongens groeten	De jongens groet	groeten	groet	1	2	plural	De jongens groeten de persoon.
De jongens stimuleren	De jongens stimuleert	stimuleren	stimuleert	1	2	plural	De jongens stimuleren de persoon.
De jongens herkennen	De jongens herkent	herkennen	herkent	1	2	plural	De jongens herkennen de persoon.
De jongens horen	De jongens hoort	horen	hoort	1	2	plural	De jongens horen de persoon.
De jongens bekritiseren	De jongens bekritiseert	bekritiseren	bekritiseert	1	2	plural	De jongens bekritiseren de persoon.
De jongens kennen	De jongens kent	kennen	kent	1	2	plural	De jongens kennen de persoon.
De jongens roepen	De jongens roept	roepen	roept	1	2	plural	De jongens roepen de persoon.
De jongens missen	De jongens mist	missen	mist	1	2	plural	De jongens missen de persoon.
De personen begrijpen	De personen begrijpt	begrijpen	begrijpt	1	2	plural	De personen begrijpen de persoon.
De personen vertrouwen	De personen vertrouwt	vertrouwen	vertrouwt	1	2	plural	De personen vertrouwen de persoon.
De personen verleiden	De personen verleidt	verleiden	verleidt	1	2	plural	De personen verleiden de persoon.
De personen zien	De personen ziet	zien	ziet	1	2	plural	De personen zien de persoon.
De personen vermijden	De personen vermijdt	vermijden	vermijdt	1	2	plural	De personen vermijden de persoon.
De personen onderzoeken	De personen onderzoekt	onderzoeken	onderzoekt	1	2	plural	De personen onderzoeken de persoon.
De personen groeten	De personen groet	groeten	groet	1	2	plural	De personen groeten de persoon.
De personen stimuleren	De personen stimuleert	stimuleren	stimuleert	1	2	plural	De personen stimuleren de persoon.
De personen herkennen	De personen herkent	herkennen	herkent	1	2	plural	De personen herkennen de persoon.
De personen horen	De personen hoort	horen	hoort	1	2	plural	De personen horen de persoon.
De personen bekritiseren	De personen bekritiseert	bekritiseren	bekritiseert	1	2	plural	De personen bekritiseren de persoon.
De personen kennen	De personen kent	kennen	kent	1	2	plural	De personen kennen de persoon.
De personen roepen	De personen roept	roepen	roept	1	2	plural	De personen roepen de persoon.
De personen missen	De personen mist	missen	mist	1	2	plural	De personen missen de persoon.
De zangers begrijpen	De zangers begrijpt	begrijpen	begrijpt	1	2	plural	De zangers begrijpen de persoon.
De zangers vertrouwen	De zangers vertrouwt	vertrouwen	vertrouwt	1	2	plural	De zangers vertrouwen de persoon.
De zangers verleiden	De zangers verleidt	verleiden	verleidt	1	2	plural	De zangers verleiden de persoon.
De zangers zien	De zangers ziet	zien	ziet	1	2	plural	De zangers zien de persoon.
De zangers vermijden	De zangers vermijdt	vermijden	vermijdt	1	2	plural	De zangers vermijden de persoon.
De zangers onderzoeken	De zangers onderzoekt	onderzoeken	onderzoekt	1	2	plural	De zangers onderzoeken de persoon.
De zangers groeten	De zangers groet	groeten	groet	1	2	plural	De zangers groeten de persoon.
De zangers stimuleren	De zangers stimuleert	stimuleren	stimuleert	1	2	plural	De zangers stimuleren de persoon.
De zangers herkennen	De zangers herkent	herkennen	herkent	1	2	plural	De zangers herkennen de persoon.
De zangers horen	De zangers hoort	horen	hoort	1	2	plural	De zangers horen de persoon.
De zangers bekritiseren	De zangers bekritiseert	bekritiseren	bekritiseert	1	2	plural	De zangers bekritiseren de persoon.
De zangers kennen	De zangers kent	kennen	kent	1	2	plural	De zangers kennen de persoon.
De zangers roepen	De zangers roept	roepen	roept	1	2	plural	De zangers roepen de persoon.
De zangers missen	De zangers mist	missen	mist	1	2	plural	De zangers missen de persoon.
De moeders begrijpen	De moeders begrijpt	begrijpen	begrijpt	1	2	plural	De moeders begrijpen de persoon.
De moeders vertrouwen	De moeders vertrouwt	vertrouwen	vertrouwt	1	2	plural	De moeders vertrouwen de persoon.
De moeders verleiden	De moeders verleidt	verleiden	verleidt	1	2	plural	De moeders verleiden de persoon.
De moeders zien	De moeders ziet	zien	ziet	1	2	plural	De moeders zien de persoon.
De moeders vermijden	De moeders vermijdt	vermijden	vermijdt	1	2	plural	De moeders vermijden de persoon.
De moeders onderzoeken	De moeders onderzoekt	onderzoeken	onderzoekt	1	2	plural	De moeders onderzoeken de persoon.
De moeders groeten	De moeders groet	groeten	groet	1	2	plural	De moeders groeten de persoon.
De moeders stimuleren	De moeders stimuleert	stimuleren	stimuleert	1	2	plural	De moeders stimuleren de persoon.
De moeders herkennen	De moeders herkent	herkennen	herkent	1	2	plural	De moeders herkennen de persoon.
De moeders horen	De moeders hoort	horen	hoort	1	2	plural	De moeders horen de persoon.
De moeders bekritiseren	De moeders bekritiseert	bekritiseren	bekritiseert	1	2	plural	De moeders bekritiseren de persoon.
De moeders kennen	De moeders kent	kennen	kent	1	2	plural	De moeders kennen de persoon.
De moeders roepen	De moeders roept	roepen	roept	1	2	plural	De moeders roepen de persoon.
De moeders missen	De moeders mist	missen	mist	1	2	plural	De moeders missen de persoon.
De dichters begrijpen	De dichters begrijpt	begrijpen	begrijpt	1	2	plural	De dichters begrijpen de persoon.
De dichters vertrouwen	De dichters vertrouwt	vertrouwen	vertrouwt	1	2	plural	De dichters vertrouwen de persoon.
De dichters verleiden	De dichters verleidt	verleiden	verleidt	1	2	plural	De dichters verleiden de persoon.
De dichters zien	De dichters ziet	zien	ziet	1	2	plural	De dichters zien de persoon.
De dichters vermijden	De dichters vermijdt	vermijden	vermijdt	1	2	plural	De dichters vermijden de persoon.
De dichters onderzoeken	De dichters onderzoekt	onderzoeken	onderzoekt	1	2	plural	De dichters onderzoeken de persoon.
De dichters groeten	De dichters groet	groeten	groet	1	2	plural	De dichters groeten de persoon.
De dichters stimuleren	De dichters stimuleert	stimuleren	stimuleert	1	2	plural	De dichters stimuleren de persoon.
De dichters herkennen	De dichters herkent	herkennen	herkent	1	2	plural	De dichters herkennen de persoon.
De dichters horen	De dichters hoort	horen	hoort	1	2	plural	De dichters horen de persoon.
De dichters bekritiseren	De dichters bekritiseert	bekritiseren	bekritiseert	1	2	plural	De dichters bekritiseren de persoon.
De dichters kennen	De dichters kent	kennen	kent	1	2	plural	De dichters kennen de persoon.
De dichters roepen	De dichters roept	roepen	roept	1	2	plural	De dichters roepen de persoon.
De dichters missen	De dichters mist	missen	mist	1	2	plural	De dichters missen de persoon.
De advocaten begrijpen	De advocaten begrijpt	begrijpen	begrijpt	1	2	plural	De advocaten begrijpen de persoon.
De advocaten vertrouwen	De advocaten vertrouwt	vertrouwen	vertrouwt	1	2	plural	De advocaten vertrouwen de persoon.
De advocaten verleiden	De advocaten verleidt	verleiden	verleidt	1	2	plural	De advocaten verleiden de persoon.
De advocaten zien	De advocaten ziet	zien	ziet	1	2	plural	De advocaten zien de persoon.
De advocaten vermijden	De advocaten vermijdt	vermijden	vermijdt	1	2	plural	De advocaten vermijden de persoon.
De advocaten onderzoeken	De advocaten onderzoekt	onderzoeken	onderzoekt	1	2	plural	De advocaten onderzoeken de persoon.
De advocaten groeten	De advocaten groet	groeten	groet	1	2	plural	De advocaten groeten de persoon.
De advocaten stimuleren	De advocaten stimuleert	stimuleren	stimuleert	1	2	plural	De advocaten stimuleren de persoon.
De advocaten herkennen	De advocaten herkent	herkennen	herkent	1	2	plural	De advocaten herkennen de persoon.
De advocaten horen	De advocaten hoort	horen	hoort	1	2	plural	De advocaten horen de persoon.
De advocaten bekritiseren	De advocaten bekritiseert	bekritiseren	bekritiseert	1	2	plural	De advocaten bekritiseren de persoon.
De advocaten kennen	De advocaten kent	kennen	kent	1	2	plural	De advocaten kennen de persoon.
De advocaten roepen	De advocaten roept	roepen	roept	1	2	plural	De advocaten roepen de persoon.
De advocaten missen	De advocaten mist	missen	mist	1	2	plural	De advocaten missen de persoon.
De tantes begrijpen	De tantes begrijpt	begrijpen	begrijpt	1	2	plural	De tantes begrijpen de persoon.
De tantes vertrouwen	De tantes vertrouwt	vertrouwen	vertrouwt	1	2	plural	De tantes vertrouwen de persoon.
De tantes verleiden	De tantes verleidt	verleiden	verleidt	1	2	plural	De tantes verleiden de persoon.
De tantes zien	De tantes ziet	zien	ziet	1	2	plural	De tantes zien de persoon.
De tantes vermijden	De tantes vermijdt	vermijden	vermijdt	1	2	plural	De tantes vermijden de persoon.
De tantes onderzoeken	De tantes onderzoekt	onderzoeken	onderzoekt	1	2	plural	De tantes onderzoeken de persoon.
De tantes groeten	De tantes groet	groeten	groet	1	2	plural	De tantes groeten de persoon.
De tantes stimuleren	De tantes stimuleert	stimuleren	stimuleert	1	2	plural	De tantes stimuleren de persoon.
De tantes herkennen	De tantes herkent	herkennen	herkent	1	2	plural	De tantes herkennen de persoon.
De tantes horen	De tantes hoort	horen	hoort	1	2	plural	De tantes horen de persoon.
De tantes bekritiseren	De tantes bekritiseert	bekritiseren	bekritiseert	1	2	plural	De tantes bekritiseren de persoon.
De tantes kennen	De tantes kent	kennen	kent	1	2	plural	De tantes kennen de persoon.
De tantes roepen	De tantes roept	roepen	roept	1	2	plural	De tantes roepen de persoon.
De tantes missen	De tantes mist	missen	mist	1	2	plural	De tantes missen de persoon.
De mannen begrijpen	De mannen begrijpt	begrijpen	begrijpt	1	2	plural	De mannen begrijpen de persoon.
De mannen vertrouwen	De mannen vertrouwt	vertrouwen	vertrouwt	1	2	plural	De mannen vertrouwen de persoon.
De mannen verleiden	De mannen verleidt	verleiden	verleidt	1	2	plural	De mannen verleiden de persoon.
De mannen zien	De mannen ziet	zien	ziet	1	2	plural	De mannen zien de persoon.
De mannen vermijden	De mannen vermijdt	vermijden	vermijdt	1	2	plural	De mannen vermijden de persoon.
De mannen onderzoeken	De mannen onderzoekt	onderzoeken	onderzoekt	1	2	plural	De mannen onderzoeken de persoon.
De mannen groeten	De mannen groet	groeten	groet	1	2	plural	De mannen groeten de persoon.
De mannen stimuleren	De mannen stimuleert	stimuleren	stimuleert	1	2	plural	De mannen stimuleren de persoon.
De mannen herkennen	De mannen herkent	herkennen	herkent	1	2	plural	De mannen herkennen de persoon.
De mannen horen	De mannen hoort	horen	hoort	1	2	plural	De mannen horen de persoon.
De mannen bekritiseren	De mannen bekritiseert	bekritiseren	bekritiseert	1	2	plural	De mannen bekritiseren de persoon.
De mannen kennen	De mannen kent	kennen	kent	1	2	plural	De mannen kennen de persoon.
De mannen roepen	De mannen roept	roepen	roept	1	2	plural	De mannen roepen de persoon.
De mannen missen	De mannen mist	missen	mist	1	2	plural	De mannen missen de persoon.
De vaders begrijpen	De vaders begrijpt	begrijpen	begrijpt	1	2	plural	De vaders begrijpen de persoon.
De vaders vertrouwen	De vaders vertrouwt	vertrouwen	vertrouwt	1	2	plural	De vaders vertrouwen de persoon.
De vaders verleiden	De vaders verleidt	verleiden	verleidt	1	2	plural	De vaders verleiden de persoon.
De vaders zien	De vaders ziet	zien	ziet	1	2	plural	De vaders zien de persoon.
De vaders vermijden	De vaders vermijdt	vermijden	vermijdt	1	2	plural	De vaders vermijden de persoon.
De vaders onderzoeken	De vaders onderzoekt	onderzoeken	onderzoekt	1	2	plural	De vaders onderzoeken de persoon.
De vaders groeten	De vaders groet	groeten	groet	1	2	plural	De vaders groeten de persoon.
De vaders stimuleren	De vaders stimuleert	stimuleren	stimuleert	1	2	plural	De vaders stimuleren de persoon.
De vaders herkennen	De vaders herkent	herkennen	herkent	1	2	plural	De vaders herkennen de persoon.
De vaders horen	De vaders hoort	horen	hoort	1	2	plural	De vaders horen de persoon.
De vaders bekritiseren	De vaders bekritiseert	bekritiseren	bekritiseert	1	2	plural	De vaders bekritiseren de persoon.
De vaders kennen	De vaders kent	kennen	kent	1	2	plural	De vaders kennen de persoon.
De vaders roepen	De vaders roept	roepen	roept	1	2	plural	De vaders roepen de persoon.
De vaders missen	De vaders mist	missen	mist	1	2	plural	De vaders missen de persoon.
De dokters begrijpen	De dokters begrijpt	begrijpen	begrijpt	1	2	plural	De dokters begrijpen de persoon.
De dokters vertrouwen	De dokters vertrouwt	vertrouwen	vertrouwt	1	2	plural	De dokters vertrouwen de persoon.
De dokters verleiden	De dokters verleidt	verleiden	verleidt	1	2	plural	De dokters verleiden de persoon.
De dokters zien	De dokters ziet	zien	ziet	1	2	plural	De dokters zien de persoon.
De dokters vermijden	De dokters vermijdt	vermijden	vermijdt	1	2	plural	De dokters vermijden de persoon.
De dokters onderzoeken	De dokters onderzoekt	onderzoeken	onderzoekt	1	2	plural	De dokters onderzoeken de persoon.
De dokters groeten	De dokters groet	groeten	groet	1	2	plural	De dokters groeten de persoon.
De dokters stimuleren	De dokters stimuleert	stimuleren	stimuleert	1	2	plural	De dokters stimuleren de persoon.
De dokters herkennen	De dokters herkent	herkennen	herkent	1	2	plural	De dokters herkennen de persoon.
De dokters horen	De dokters hoort	horen	hoort	1	2	plural	De dokters horen de persoon.
De dokters bekritiseren	De dokters bekritiseert	bekritiseren	bekritiseert	1	2	plural	De dokters bekritiseren de persoon.
De dokters kennen	De dokters kent	kennen	kent	1	2	plural	De dokters kennen de persoon.
De dokters roepen	De dokters roept	roepen	roept	1	2	plural	De dokters roepen de persoon.
De dokters missen	De dokters mist	missen	mist	1	2	plural	De dokters missen de persoon.
De vrienden begrijpen	De vrienden begrijpt	begrijpen	begrijpt	1	2	plural	De vrienden begrijpen de persoon.
De vrienden vertrouwen	De vrienden vertrouwt	vertrouwen	vertrouwt	1	2	plural	De vrienden vertrouwen de persoon.
De vrienden verleiden	De vrienden verleidt	verleiden	verleidt	1	2	plural	De vrienden verleiden de persoon.
De vrienden zien	De vrienden ziet	zien	ziet	1	2	plural	De vrienden zien de persoon.
De vrienden vermijden	De vrienden vermijdt	vermijden	vermijdt	1	2	plural	De vrienden vermijden de persoon.
De vrienden onderzoeken	De vrienden onderzoekt	onderzoeken	onderzoekt	1	2	plural	De vrienden onderzoeken de persoon.
De vrienden groeten	De vrienden groet	groeten	groet	1	2	plural	De vrienden groeten de persoon.
De vrienden stimuleren	De vrienden stimuleert	stimuleren	stimuleert	1	2	plural	De vrienden stimuleren de persoon.
De vrienden herkennen	De vrienden herkent	herkennen	herkent	1	2	plural	De vrienden herkennen de persoon.
De vrienden horen	De vrienden hoort	horen	hoort	1	2	plural	De vrienden horen de persoon.
De vrienden bekritiseren	De vrienden bekritiseert	bekritiseren	bekritiseert	1	2	plural	De vrienden bekritiseren de persoon.
De vrienden kennen	De vrienden kent	kennen	kent	1	2	plural	De vrienden kennen de persoon.
De vrienden roepen	De vrienden roept	roepen	roept	1	2	plural	De vrienden roepen de persoon.
De vrienden missen	De vrienden mist	missen	mist	1	2	plural	De vrienden missen de persoon.
De boeren begrijpen	De boeren begrijpt	begrijpen	begrijpt	1	2	plural	De boeren begrijpen de persoon.
De boeren vertrouwen	De boeren vertrouwt	vertrouwen	vertrouwt	1	2	plural	De boeren vertrouwen de persoon.
De boeren verleiden	De boeren verleidt	verleiden	verleidt	1	2	plural	De boeren verleiden de persoon.
De boeren zien	De boeren ziet	zien	ziet	1	2	plural	De boeren zien de persoon.
De boeren vermijden	De boeren vermijdt	vermijden	vermijdt	1	2	plural	De boeren vermijden de persoon.
De boeren onderzoeken	De boeren onderzoekt	onderzoeken	onderzoekt	1	2	plural	De boeren onderzoeken de persoon.
De boeren groeten	De boeren groet	groeten	groet	1	2	plural	De boeren groeten de persoon.
De boeren stimuleren	De boeren stimuleert	stimuleren	stimuleert	1	2	plural	De boeren stimuleren de persoon.
De boeren herkennen	De boeren herkent	herkennen	herkent	1	2	plural	De boeren herkennen de persoon.
De boeren horen	De boeren hoort	horen	hoort	1	2	plural	De boeren horen de persoon.
De boeren bekritiseren	De boeren bekritiseert	bekritiseren	bekritiseert	1	2	plural	De boeren bekritiseren de persoon.
De boeren kennen	De boeren kent	kennen	kent	1	2	plural	De boeren kennen de persoon.
De boeren roepen	De boeren roept	roepen	roept	1	2	plural	De boeren roepen de persoon.
De boeren missen	De boeren mist	missen	mist	1	2	plural	De boeren missen de persoon.
De schrijvers begrijpen	De schrijvers begrijpt	begrijpen	begrijpt	1	2	plural	De schrijvers begrijpen de persoon.
De schrijvers vertrouwen	De schrijvers vertrouwt	vertrouwen	vertrouwt	1	2	plural	De schrijvers vertrouwen de persoon.
De schrijvers verleiden	De schrijvers verleidt	verleiden	verleidt	1	2	plural	De schrijvers verleiden de persoon.
De schrijvers zien	De schrijvers ziet	zien	ziet	1	2	plural	De schrijvers zien de persoon.
De schrijvers vermijden	De schrijvers vermijdt	vermijden	vermijdt	1	2	plural	De schrijvers vermijden de persoon.
De schrijvers onderzoeken	De schrijvers onderzoekt	onderzoeken	onderzoekt	1	2	plural	De schrijvers onderzoeken de persoon.
De schrijvers groeten	De schrijvers groet	groeten	groet	1	2	plural	De schrijvers groeten de persoon.
De schrijvers stimuleren	De schrijvers stimuleert	stimuleren	stimuleert	1	2	plural	De schrijvers stimuleren de persoon.
De schrijvers herkennen	De schrijvers herkent	herkennen	herkent	1	2	plural	De schrijvers herkennen de persoon.
De schrijvers horen	De schrijvers hoort	horen	hoort	1	2	plural	De schrijvers horen de persoon.
De schrijvers bekritiseren	De schrijvers bekritiseert	bekritiseren	bekritiseert	1	2	plural	De schrijvers bekritiseren de persoon.
De schrijvers kennen	De schrijvers kent	kennen	kent	1	2	plural	De schrijvers kennen de persoon.
De schrijvers roepen	De schrijvers roept	roepen	roept	1	2	plural	De schrijvers roepen de persoon.
De schrijvers missen	De schrijvers mist	missen	mist	1	2	plural	De schrijvers missen de persoon.
De leraren begrijpen	De leraren begrijpt	begrijpen	begrijpt	1	2	plural	De leraren begrijpen de persoon.
De leraren vertrouwen	De leraren vertrouwt	vertrouwen	vertrouwt	1	2	plural	De leraren vertrouwen de persoon.
De leraren verleiden	De leraren verleidt	verleiden	verleidt	1	2	plural	De leraren verleiden de persoon.
De leraren zien	De leraren ziet	zien	ziet	1	2	plural	De leraren zien de persoon.
De leraren vermijden	De leraren vermijdt	vermijden	vermijdt	1	2	plural	De leraren vermijden de persoon.
De leraren onderzoeken	De leraren onderzoekt	onderzoeken	onderzoekt	1	2	plural	De leraren onderzoeken de persoon.
De leraren groeten	De leraren groet	groeten	groet	1	2	plural	De leraren groeten de persoon.
De leraren stimuleren	De leraren stimuleert	stimuleren	stimuleert	1	2	plural	De leraren stimuleren de persoon.
De leraren herkennen	De leraren herkent	herkennen	herkent	1	2	plural	De leraren herkennen de persoon.
De leraren horen	De leraren hoort	horen	hoort	1	2	plural	De leraren horen de persoon.
De leraren bekritiseren	De leraren bekritiseert	bekritiseren	bekritiseert	1	2	plural	De leraren bekritiseren de persoon.
De leraren kennen	De leraren kent	kennen	kent	1	2	plural	De leraren kennen de persoon.
De leraren roepen	De leraren roept	roepen	roept	1	2	plural	De leraren roepen de persoon.
De leraren missen	De leraren mist	missen	mist	1	2	plural	De leraren missen de persoon.
De vrouwen begrijpen	De vrouwen begrijpt	begrijpen	begrijpt	1	2	plural	De vrouwen begrijpen de persoon.
De vrouwen vertrouwen	De vrouwen vertrouwt	vertrouwen	vertrouwt	1	2	plural	De vrouwen vertrouwen de persoon.
De vrouwen verleiden	De vrouwen verleidt	verleiden	verleidt	1	2	plural	De vrouwen verleiden de persoon.
De vrouwen zien	De vrouwen ziet	zien	ziet	1	2	plural	De vrouwen zien de persoon.
De vrouwen vermijden	De vrouwen vermijdt	vermijden	vermijdt	1	2	plural	De vrouwen vermijden de persoon.
De vrouwen onderzoeken	De vrouwen onderzoekt	onderzoeken	onderzoekt	1	2	plural	De vrouwen onderzoeken de persoon.
De vrouwen groeten	De vrouwen groet	groeten	groet	1	2	plural	De vrouwen groeten de persoon.
De vrouwen stimuleren	De vrouwen stimuleert	stimuleren	stimuleert	1	2	plural	De vrouwen stimuleren de persoon.
De vrouwen herkennen	De vrouwen herkent	herkennen	herkent	1	2	plural	De vrouwen herkennen de persoon.
De vrouwen horen	De vrouwen hoort	horen	hoort	1	2	plural	De vrouwen horen de persoon.
De vrouwen bekritiseren	De vrouwen bekritiseert	bekritiseren	bekritiseert	1	2	plural	De vrouwen bekritiseren de persoon.
De vrouwen kennen	De vrouwen kent	kennen	kent	1	2	plural	De vrouwen kennen de persoon.
De vrouwen roepen	De vrouwen roept	roepen	roept	1	2	plural	De vrouwen roepen de persoon.
De vrouwen missen	De vrouwen mist	missen	mist	1	2	plural	De vrouwen missen de persoon.
De atleten begrijpen	De atleten begrijpt	begrijpen	begrijpt	1	2	plural	De atleten begrijpen de persoon.
De atleten vertrouwen	De atleten vertrouwt	vertrouwen	vertrouwt	1	2	plural	De atleten vertrouwen de persoon.
De atleten verleiden	De atleten verleidt	verleiden	verleidt	1	2	plural	De atleten verleiden de persoon.
De atleten zien	De atleten ziet	zien	ziet	1	2	plural	De atleten zien de persoon.
De atleten vermijden	De atleten vermijdt	vermijden	vermijdt	1	2	plural	De atleten vermijden de persoon.
De atleten onderzoeken	De atleten onderzoekt	onderzoeken	onderzoekt	1	2	plural	De atleten onderzoeken de persoon.
De atleten groeten	De atleten groet	groeten	groet	1	2	plural	De atleten groeten de persoon.
De atleten stimuleren	De atleten stimuleert	stimuleren	stimuleert	1	2	plural	De atleten stimuleren de persoon.
De atleten herkennen	De atleten herkent	herkennen	herkent	1	2	plural	De atleten herkennen de persoon.
De atleten horen	De atleten hoort	horen	hoort	1	2	plural	De atleten horen de persoon.
De atleten bekritiseren	De atleten bekritiseert	bekritiseren	bekritiseert	1	2	plural	De atleten bekritiseren de persoon.
De atleten kennen	De atleten kent	kennen	kent	1	2	plural	De atleten kennen de persoon.
De atleten roepen	De atleten roept	roepen	roept	1	2	plural	De atleten roepen de persoon.
De atleten missen	De atleten mist	missen	mist	1	2	plural	De atleten missen de persoon.
