agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De schrijver bij Bob stimuleert	De schrijver bij Bob stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Bob stimuleert de persoon.
De schrijver bij Bob vermijdt	De schrijver bij Bob vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Bob vermijdt de persoon.
De schrijver bij Bob groet	De schrijver bij Bob groeten	groet	groeten	1	4	singular	De schrijver bij Bob groet de persoon.
De schrijver bij Bob herkent	De schrijver bij Bob herkennen	herkent	herkennen	1	4	singular	De schrijver bij Bob herkent de persoon.
De schrijver bij Bob roept	De schrijver bij Bob roepen	roept	roepen	1	4	singular	De schrijver bij Bob roept de persoon.
De schrijver bij Pat kent	De schrijver bij Pat kennen	kent	kennen	1	4	singular	De schrijver bij Pat kent de persoon.
De schrijver bij Pat ziet	De schrijver bij Pat zien	ziet	zien	1	4	singular	De schrijver bij Pat ziet de persoon.
De schrijver bij Pat vertrouwt	De schrijver bij Pat vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Pat vertrouwt de persoon.
De schrijver bij Pat begrijpt	De schrijver bij Pat begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Pat begrijpt de persoon.
De schrijver bij Pat verleidt	De schrijver bij Pat verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Pat verleidt de persoon.
De schrijver bij Pat mist	De schrijver bij Pat missen	mist	missen	1	4	singular	De schrijver bij Pat mist de persoon.
De schrijver bij Pat hoort	De schrijver bij Pat horen	hoort	horen	1	4	singular	De schrijver bij Pat hoort de persoon.
De schrijver bij Pat onderzoekt	De schrijver bij Pat onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Pat onderzoekt de persoon.
De schrijver bij Pat bekritiseert	De schrijver bij Pat bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Pat bekritiseert de persoon.
De schrijver bij Pat stimuleert	De schrijver bij Pat stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Pat stimuleert de persoon.
De schrijver bij Pat vermijdt	De schrijver bij Pat vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Pat vermijdt de persoon.
De schrijver bij Pat groet	De schrijver bij Pat groeten	groet	groeten	1	4	singular	De schrijver bij Pat groet de persoon.
De schrijver bij Pat herkent	De schrijver bij Pat herkennen	herkent	herkennen	1	4	singular	De schrijver bij Pat herkent de persoon.
De schrijver bij Pat roept	De schrijver bij Pat roepen	roept	roepen	1	4	singular	De schrijver bij Pat roept de persoon.
De schrijver bij Bill kent	De schrijver bij Bill kennen	kent	kennen	1	4	singular	De schrijver bij Bill kent de persoon.
De schrijver bij Bill ziet	De schrijver bij Bill zien	ziet	zien	1	4	singular	De schrijver bij Bill ziet de persoon.
De schrijver bij Bill vertrouwt	De schrijver bij Bill vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Bill vertrouwt de persoon.
De schrijver bij Bill begrijpt	De schrijver bij Bill begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Bill begrijpt de persoon.
De schrijver bij Bill verleidt	De schrijver bij Bill verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Bill verleidt de persoon.
De schrijver bij Bill mist	De schrijver bij Bill missen	mist	missen	1	4	singular	De schrijver bij Bill mist de persoon.
De schrijver bij Bill hoort	De schrijver bij Bill horen	hoort	horen	1	4	singular	De schrijver bij Bill hoort de persoon.
De schrijver bij Bill onderzoekt	De schrijver bij Bill onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Bill onderzoekt de persoon.
De schrijver bij Bill bekritiseert	De schrijver bij Bill bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Bill bekritiseert de persoon.
De schrijver bij Bill stimuleert	De schrijver bij Bill stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Bill stimuleert de persoon.
De schrijver bij Bill vermijdt	De schrijver bij Bill vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Bill vermijdt de persoon.
De schrijver bij Bill groet	De schrijver bij Bill groeten	groet	groeten	1	4	singular	De schrijver bij Bill groet de persoon.
De schrijver bij Bill herkent	De schrijver bij Bill herkennen	herkent	herkennen	1	4	singular	De schrijver bij Bill herkent de persoon.
De schrijver bij Bill roept	De schrijver bij Bill roepen	roept	roepen	1	4	singular	De schrijver bij Bill roept de persoon.
De schrijver bij Jim kent	De schrijver bij Jim kennen	kent	kennen	1	4	singular	De schrijver bij Jim kent de persoon.
De schrijver bij Jim ziet	De schrijver bij Jim zien	ziet	zien	1	4	singular	De schrijver bij Jim ziet de persoon.
De schrijver bij Jim vertrouwt	De schrijver bij Jim vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Jim vertrouwt de persoon.
De schrijver bij Jim begrijpt	De schrijver bij Jim begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Jim begrijpt de persoon.
De schrijver bij Jim verleidt	De schrijver bij Jim verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Jim verleidt de persoon.
De schrijver bij Jim mist	De schrijver bij Jim missen	mist	missen	1	4	singular	De schrijver bij Jim mist de persoon.
De schrijver bij Jim hoort	De schrijver bij Jim horen	hoort	horen	1	4	singular	De schrijver bij Jim hoort de persoon.
De schrijver bij Jim onderzoekt	De schrijver bij Jim onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Jim onderzoekt de persoon.
De schrijver bij Jim bekritiseert	De schrijver bij Jim bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Jim bekritiseert de persoon.
De schrijver bij Jim stimuleert	De schrijver bij Jim stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Jim stimuleert de persoon.
De schrijver bij Jim vermijdt	De schrijver bij Jim vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Jim vermijdt de persoon.
De schrijver bij Jim groet	De schrijver bij Jim groeten	groet	groeten	1	4	singular	De schrijver bij Jim groet de persoon.
De schrijver bij Jim herkent	De schrijver bij Jim herkennen	herkent	herkennen	1	4	singular	De schrijver bij Jim herkent de persoon.
De schrijver bij Jim roept	De schrijver bij Jim roepen	roept	roepen	1	4	singular	De schrijver bij Jim roept de persoon.
De schrijver bij Sue kent	De schrijver bij Sue kennen	kent	kennen	1	4	singular	De schrijver bij Sue kent de persoon.
De schrijver bij Sue ziet	De schrijver bij Sue zien	ziet	zien	1	4	singular	De schrijver bij Sue ziet de persoon.
De schrijver bij Sue vertrouwt	De schrijver bij Sue vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Sue vertrouwt de persoon.
De schrijver bij Sue begrijpt	De schrijver bij Sue begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Sue begrijpt de persoon.
De schrijver bij Sue verleidt	De schrijver bij Sue verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Sue verleidt de persoon.
De schrijver bij Sue mist	De schrijver bij Sue missen	mist	missen	1	4	singular	De schrijver bij Sue mist de persoon.
De schrijver bij Sue hoort	De schrijver bij Sue horen	hoort	horen	1	4	singular	De schrijver bij Sue hoort de persoon.
De schrijver bij Sue onderzoekt	De schrijver bij Sue onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Sue onderzoekt de persoon.
De schrijver bij Sue bekritiseert	De schrijver bij Sue bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Sue bekritiseert de persoon.
De schrijver bij Sue stimuleert	De schrijver bij Sue stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Sue stimuleert de persoon.
De schrijver bij Sue vermijdt	De schrijver bij Sue vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Sue vermijdt de persoon.
De schrijver bij Sue groet	De schrijver bij Sue groeten	groet	groeten	1	4	singular	De schrijver bij Sue groet de persoon.
De schrijver bij Sue herkent	De schrijver bij Sue herkennen	herkent	herkennen	1	4	singular	De schrijver bij Sue herkent de persoon.
De schrijver bij Sue roept	De schrijver bij Sue roepen	roept	roepen	1	4	singular	De schrijver bij Sue roept de persoon.
De schrijver bij Mary kent	De schrijver bij Mary kennen	kent	kennen	1	4	singular	De schrijver bij Mary kent de persoon.
De schrijver bij Mary ziet	De schrijver bij Mary zien	ziet	zien	1	4	singular	De schrijver bij Mary ziet de persoon.
De schrijver bij Mary vertrouwt	De schrijver bij Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Mary vertrouwt de persoon.
De schrijver bij Mary begrijpt	De schrijver bij Mary begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Mary begrijpt de persoon.
De schrijver bij Mary verleidt	De schrijver bij Mary verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Mary verleidt de persoon.
De schrijver bij Mary mist	De schrijver bij Mary missen	mist	missen	1	4	singular	De schrijver bij Mary mist de persoon.
De schrijver bij Mary hoort	De schrijver bij Mary horen	hoort	horen	1	4	singular	De schrijver bij Mary hoort de persoon.
De schrijver bij Mary onderzoekt	De schrijver bij Mary onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Mary onderzoekt de persoon.
De schrijver bij Mary bekritiseert	De schrijver bij Mary bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Mary bekritiseert de persoon.
De schrijver bij Mary stimuleert	De schrijver bij Mary stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Mary stimuleert de persoon.
De schrijver bij Mary vermijdt	De schrijver bij Mary vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Mary vermijdt de persoon.
De schrijver bij Mary groet	De schrijver bij Mary groeten	groet	groeten	1	4	singular	De schrijver bij Mary groet de persoon.
De schrijver bij Mary herkent	De schrijver bij Mary herkennen	herkent	herkennen	1	4	singular	De schrijver bij Mary herkent de persoon.
De schrijver bij Mary roept	De schrijver bij Mary roepen	roept	roepen	1	4	singular	De schrijver bij Mary roept de persoon.
De schrijver bij Linda kent	De schrijver bij Linda kennen	kent	kennen	1	4	singular	De schrijver bij Linda kent de persoon.
De schrijver bij Linda ziet	De schrijver bij Linda zien	ziet	zien	1	4	singular	De schrijver bij Linda ziet de persoon.
De schrijver bij Linda vertrouwt	De schrijver bij Linda vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Linda vertrouwt de persoon.
De schrijver bij Linda begrijpt	De schrijver bij Linda begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Linda begrijpt de persoon.
De schrijver bij Linda verleidt	De schrijver bij Linda verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Linda verleidt de persoon.
De schrijver bij Linda mist	De schrijver bij Linda missen	mist	missen	1	4	singular	De schrijver bij Linda mist de persoon.
De schrijver bij Linda hoort	De schrijver bij Linda horen	hoort	horen	1	4	singular	De schrijver bij Linda hoort de persoon.
De schrijver bij Linda onderzoekt	De schrijver bij Linda onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Linda onderzoekt de persoon.
De schrijver bij Linda bekritiseert	De schrijver bij Linda bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Linda bekritiseert de persoon.
De schrijver bij Linda stimuleert	De schrijver bij Linda stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Linda stimuleert de persoon.
De schrijver bij Linda vermijdt	De schrijver bij Linda vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Linda vermijdt de persoon.
De schrijver bij Linda groet	De schrijver bij Linda groeten	groet	groeten	1	4	singular	De schrijver bij Linda groet de persoon.
De schrijver bij Linda herkent	De schrijver bij Linda herkennen	herkent	herkennen	1	4	singular	De schrijver bij Linda herkent de persoon.
De schrijver bij Linda roept	De schrijver bij Linda roepen	roept	roepen	1	4	singular	De schrijver bij Linda roept de persoon.
De schrijver bij Barbara kent	De schrijver bij Barbara kennen	kent	kennen	1	4	singular	De schrijver bij Barbara kent de persoon.
De schrijver bij Barbara ziet	De schrijver bij Barbara zien	ziet	zien	1	4	singular	De schrijver bij Barbara ziet de persoon.
De schrijver bij Barbara vertrouwt	De schrijver bij Barbara vertrouwen	vertrouwt	vertrouwen	1	4	singular	De schrijver bij Barbara vertrouwt de persoon.
De schrijver bij Barbara begrijpt	De schrijver bij Barbara begrijpen	begrijpt	begrijpen	1	4	singular	De schrijver bij Barbara begrijpt de persoon.
De schrijver bij Barbara verleidt	De schrijver bij Barbara verleiden	verleidt	verleiden	1	4	singular	De schrijver bij Barbara verleidt de persoon.
De schrijver bij Barbara mist	De schrijver bij Barbara missen	mist	missen	1	4	singular	De schrijver bij Barbara mist de persoon.
De schrijver bij Barbara hoort	De schrijver bij Barbara horen	hoort	horen	1	4	singular	De schrijver bij Barbara hoort de persoon.
De schrijver bij Barbara onderzoekt	De schrijver bij Barbara onderzoeken	onderzoekt	onderzoeken	1	4	singular	De schrijver bij Barbara onderzoekt de persoon.
De schrijver bij Barbara bekritiseert	De schrijver bij Barbara bekritiseren	bekritiseert	bekritiseren	1	4	singular	De schrijver bij Barbara bekritiseert de persoon.
De schrijver bij Barbara stimuleert	De schrijver bij Barbara stimuleren	stimuleert	stimuleren	1	4	singular	De schrijver bij Barbara stimuleert de persoon.
De schrijver bij Barbara vermijdt	De schrijver bij Barbara vermijden	vermijdt	vermijden	1	4	singular	De schrijver bij Barbara vermijdt de persoon.
De schrijver bij Barbara groet	De schrijver bij Barbara groeten	groet	groeten	1	4	singular	De schrijver bij Barbara groet de persoon.
De schrijver bij Barbara herkent	De schrijver bij Barbara herkennen	herkent	herkennen	1	4	singular	De schrijver bij Barbara herkent de persoon.
De schrijver bij Barbara roept	De schrijver bij Barbara roepen	roept	roepen	1	4	singular	De schrijver bij Barbara roept de persoon.
De man naast John kent	De man naast John kennen	kent	kennen	1	4	singular	De man naast John kent de persoon.
De man naast John ziet	De man naast John zien	ziet	zien	1	4	singular	De man naast John ziet de persoon.
De man naast John vertrouwt	De man naast John vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast John vertrouwt de persoon.
De man naast John begrijpt	De man naast John begrijpen	begrijpt	begrijpen	1	4	singular	De man naast John begrijpt de persoon.
De man naast John verleidt	De man naast John verleiden	verleidt	verleiden	1	4	singular	De man naast John verleidt de persoon.
De man naast John mist	De man naast John missen	mist	missen	1	4	singular	De man naast John mist de persoon.
De man naast John hoort	De man naast John horen	hoort	horen	1	4	singular	De man naast John hoort de persoon.
De man naast John onderzoekt	De man naast John onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast John onderzoekt de persoon.
De man naast John bekritiseert	De man naast John bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast John bekritiseert de persoon.
De man naast John stimuleert	De man naast John stimuleren	stimuleert	stimuleren	1	4	singular	De man naast John stimuleert de persoon.
De man naast John vermijdt	De man naast John vermijden	vermijdt	vermijden	1	4	singular	De man naast John vermijdt de persoon.
De man naast John groet	De man naast John groeten	groet	groeten	1	4	singular	De man naast John groet de persoon.
De man naast John herkent	De man naast John herkennen	herkent	herkennen	1	4	singular	De man naast John herkent de persoon.
De man naast John roept	De man naast John roepen	roept	roepen	1	4	singular	De man naast John roept de persoon.
De man naast Mike kent	De man naast Mike kennen	kent	kennen	1	4	singular	De man naast Mike kent de persoon.
De man naast Mike ziet	De man naast Mike zien	ziet	zien	1	4	singular	De man naast Mike ziet de persoon.
De man naast Mike vertrouwt	De man naast Mike vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Mike vertrouwt de persoon.
De man naast Mike begrijpt	De man naast Mike begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Mike begrijpt de persoon.
De man naast Mike verleidt	De man naast Mike verleiden	verleidt	verleiden	1	4	singular	De man naast Mike verleidt de persoon.
De man naast Mike mist	De man naast Mike missen	mist	missen	1	4	singular	De man naast Mike mist de persoon.
De man naast Mike hoort	De man naast Mike horen	hoort	horen	1	4	singular	De man naast Mike hoort de persoon.
De man naast Mike onderzoekt	De man naast Mike onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Mike onderzoekt de persoon.
De man naast Mike bekritiseert	De man naast Mike bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Mike bekritiseert de persoon.
De man naast Mike stimuleert	De man naast Mike stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Mike stimuleert de persoon.
De man naast Mike vermijdt	De man naast Mike vermijden	vermijdt	vermijden	1	4	singular	De man naast Mike vermijdt de persoon.
De man naast Mike groet	De man naast Mike groeten	groet	groeten	1	4	singular	De man naast Mike groet de persoon.
De man naast Mike herkent	De man naast Mike herkennen	herkent	herkennen	1	4	singular	De man naast Mike herkent de persoon.
De man naast Mike roept	De man naast Mike roepen	roept	roepen	1	4	singular	De man naast Mike roept de persoon.
De man naast Bob kent	De man naast Bob kennen	kent	kennen	1	4	singular	De man naast Bob kent de persoon.
De man naast Bob ziet	De man naast Bob zien	ziet	zien	1	4	singular	De man naast Bob ziet de persoon.
De man naast Bob vertrouwt	De man naast Bob vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Bob vertrouwt de persoon.
De man naast Bob begrijpt	De man naast Bob begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Bob begrijpt de persoon.
De man naast Bob verleidt	De man naast Bob verleiden	verleidt	verleiden	1	4	singular	De man naast Bob verleidt de persoon.
De man naast Bob mist	De man naast Bob missen	mist	missen	1	4	singular	De man naast Bob mist de persoon.
De man naast Bob hoort	De man naast Bob horen	hoort	horen	1	4	singular	De man naast Bob hoort de persoon.
De man naast Bob onderzoekt	De man naast Bob onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Bob onderzoekt de persoon.
De man naast Bob bekritiseert	De man naast Bob bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Bob bekritiseert de persoon.
De man naast Bob stimuleert	De man naast Bob stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Bob stimuleert de persoon.
De man naast Bob vermijdt	De man naast Bob vermijden	vermijdt	vermijden	1	4	singular	De man naast Bob vermijdt de persoon.
De man naast Bob groet	De man naast Bob groeten	groet	groeten	1	4	singular	De man naast Bob groet de persoon.
De man naast Bob herkent	De man naast Bob herkennen	herkent	herkennen	1	4	singular	De man naast Bob herkent de persoon.
De man naast Bob roept	De man naast Bob roepen	roept	roepen	1	4	singular	De man naast Bob roept de persoon.
De man naast Pat kent	De man naast Pat kennen	kent	kennen	1	4	singular	De man naast Pat kent de persoon.
De man naast Pat ziet	De man naast Pat zien	ziet	zien	1	4	singular	De man naast Pat ziet de persoon.
De man naast Pat vertrouwt	De man naast Pat vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Pat vertrouwt de persoon.
De man naast Pat begrijpt	De man naast Pat begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Pat begrijpt de persoon.
De man naast Pat verleidt	De man naast Pat verleiden	verleidt	verleiden	1	4	singular	De man naast Pat verleidt de persoon.
De man naast Pat mist	De man naast Pat missen	mist	missen	1	4	singular	De man naast Pat mist de persoon.
De man naast Pat hoort	De man naast Pat horen	hoort	horen	1	4	singular	De man naast Pat hoort de persoon.
De man naast Pat onderzoekt	De man naast Pat onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Pat onderzoekt de persoon.
De man naast Pat bekritiseert	De man naast Pat bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Pat bekritiseert de persoon.
De man naast Pat stimuleert	De man naast Pat stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Pat stimuleert de persoon.
De man naast Pat vermijdt	De man naast Pat vermijden	vermijdt	vermijden	1	4	singular	De man naast Pat vermijdt de persoon.
De man naast Pat groet	De man naast Pat groeten	groet	groeten	1	4	singular	De man naast Pat groet de persoon.
De man naast Pat herkent	De man naast Pat herkennen	herkent	herkennen	1	4	singular	De man naast Pat herkent de persoon.
De man naast Pat roept	De man naast Pat roepen	roept	roepen	1	4	singular	De man naast Pat roept de persoon.
De man naast Bill kent	De man naast Bill kennen	kent	kennen	1	4	singular	De man naast Bill kent de persoon.
De man naast Bill ziet	De man naast Bill zien	ziet	zien	1	4	singular	De man naast Bill ziet de persoon.
De man naast Bill vertrouwt	De man naast Bill vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Bill vertrouwt de persoon.
De man naast Bill begrijpt	De man naast Bill begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Bill begrijpt de persoon.
De man naast Bill verleidt	De man naast Bill verleiden	verleidt	verleiden	1	4	singular	De man naast Bill verleidt de persoon.
De man naast Bill mist	De man naast Bill missen	mist	missen	1	4	singular	De man naast Bill mist de persoon.
De man naast Bill hoort	De man naast Bill horen	hoort	horen	1	4	singular	De man naast Bill hoort de persoon.
De man naast Bill onderzoekt	De man naast Bill onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Bill onderzoekt de persoon.
De man naast Bill bekritiseert	De man naast Bill bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Bill bekritiseert de persoon.
De man naast Bill stimuleert	De man naast Bill stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Bill stimuleert de persoon.
De man naast Bill vermijdt	De man naast Bill vermijden	vermijdt	vermijden	1	4	singular	De man naast Bill vermijdt de persoon.
De man naast Bill groet	De man naast Bill groeten	groet	groeten	1	4	singular	De man naast Bill groet de persoon.
De man naast Bill herkent	De man naast Bill herkennen	herkent	herkennen	1	4	singular	De man naast Bill herkent de persoon.
De man naast Bill roept	De man naast Bill roepen	roept	roepen	1	4	singular	De man naast Bill roept de persoon.
De man naast Jim kent	De man naast Jim kennen	kent	kennen	1	4	singular	De man naast Jim kent de persoon.
De man naast Jim ziet	De man naast Jim zien	ziet	zien	1	4	singular	De man naast Jim ziet de persoon.
De man naast Jim vertrouwt	De man naast Jim vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Jim vertrouwt de persoon.
De man naast Jim begrijpt	De man naast Jim begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Jim begrijpt de persoon.
De man naast Jim verleidt	De man naast Jim verleiden	verleidt	verleiden	1	4	singular	De man naast Jim verleidt de persoon.
De man naast Jim mist	De man naast Jim missen	mist	missen	1	4	singular	De man naast Jim mist de persoon.
De man naast Jim hoort	De man naast Jim horen	hoort	horen	1	4	singular	De man naast Jim hoort de persoon.
De man naast Jim onderzoekt	De man naast Jim onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Jim onderzoekt de persoon.
De man naast Jim bekritiseert	De man naast Jim bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Jim bekritiseert de persoon.
De man naast Jim stimuleert	De man naast Jim stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Jim stimuleert de persoon.
De man naast Jim vermijdt	De man naast Jim vermijden	vermijdt	vermijden	1	4	singular	De man naast Jim vermijdt de persoon.
De man naast Jim groet	De man naast Jim groeten	groet	groeten	1	4	singular	De man naast Jim groet de persoon.
De man naast Jim herkent	De man naast Jim herkennen	herkent	herkennen	1	4	singular	De man naast Jim herkent de persoon.
De man naast Jim roept	De man naast Jim roepen	roept	roepen	1	4	singular	De man naast Jim roept de persoon.
De man naast Sue kent	De man naast Sue kennen	kent	kennen	1	4	singular	De man naast Sue kent de persoon.
De man naast Sue ziet	De man naast Sue zien	ziet	zien	1	4	singular	De man naast Sue ziet de persoon.
De man naast Sue vertrouwt	De man naast Sue vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Sue vertrouwt de persoon.
De man naast Sue begrijpt	De man naast Sue begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Sue begrijpt de persoon.
De man naast Sue verleidt	De man naast Sue verleiden	verleidt	verleiden	1	4	singular	De man naast Sue verleidt de persoon.
De man naast Sue mist	De man naast Sue missen	mist	missen	1	4	singular	De man naast Sue mist de persoon.
De man naast Sue hoort	De man naast Sue horen	hoort	horen	1	4	singular	De man naast Sue hoort de persoon.
De man naast Sue onderzoekt	De man naast Sue onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Sue onderzoekt de persoon.
De man naast Sue bekritiseert	De man naast Sue bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Sue bekritiseert de persoon.
De man naast Sue stimuleert	De man naast Sue stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Sue stimuleert de persoon.
De man naast Sue vermijdt	De man naast Sue vermijden	vermijdt	vermijden	1	4	singular	De man naast Sue vermijdt de persoon.
De man naast Sue groet	De man naast Sue groeten	groet	groeten	1	4	singular	De man naast Sue groet de persoon.
De man naast Sue herkent	De man naast Sue herkennen	herkent	herkennen	1	4	singular	De man naast Sue herkent de persoon.
De man naast Sue roept	De man naast Sue roepen	roept	roepen	1	4	singular	De man naast Sue roept de persoon.
De man naast Mary kent	De man naast Mary kennen	kent	kennen	1	4	singular	De man naast Mary kent de persoon.
De man naast Mary ziet	De man naast Mary zien	ziet	zien	1	4	singular	De man naast Mary ziet de persoon.
De man naast Mary vertrouwt	De man naast Mary vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Mary vertrouwt de persoon.
De man naast Mary begrijpt	De man naast Mary begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Mary begrijpt de persoon.
De man naast Mary verleidt	De man naast Mary verleiden	verleidt	verleiden	1	4	singular	De man naast Mary verleidt de persoon.
De man naast Mary mist	De man naast Mary missen	mist	missen	1	4	singular	De man naast Mary mist de persoon.
De man naast Mary hoort	De man naast Mary horen	hoort	horen	1	4	singular	De man naast Mary hoort de persoon.
De man naast Mary onderzoekt	De man naast Mary onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Mary onderzoekt de persoon.
De man naast Mary bekritiseert	De man naast Mary bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Mary bekritiseert de persoon.
De man naast Mary stimuleert	De man naast Mary stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Mary stimuleert de persoon.
De man naast Mary vermijdt	De man naast Mary vermijden	vermijdt	vermijden	1	4	singular	De man naast Mary vermijdt de persoon.
De man naast Mary groet	De man naast Mary groeten	groet	groeten	1	4	singular	De man naast Mary groet de persoon.
De man naast Mary herkent	De man naast Mary herkennen	herkent	herkennen	1	4	singular	De man naast Mary herkent de persoon.
De man naast Mary roept	De man naast Mary roepen	roept	roepen	1	4	singular	De man naast Mary roept de persoon.
De man naast Linda kent	De man naast Linda kennen	kent	kennen	1	4	singular	De man naast Linda kent de persoon.
De man naast Linda ziet	De man naast Linda zien	ziet	zien	1	4	singular	De man naast Linda ziet de persoon.
De man naast Linda vertrouwt	De man naast Linda vertrouwen	vertrouwt	vertrouwen	1	4	singular	De man naast Linda vertrouwt de persoon.
De man naast Linda begrijpt	De man naast Linda begrijpen	begrijpt	begrijpen	1	4	singular	De man naast Linda begrijpt de persoon.
De man naast Linda verleidt	De man naast Linda verleiden	verleidt	verleiden	1	4	singular	De man naast Linda verleidt de persoon.
De man naast Linda mist	De man naast Linda missen	mist	missen	1	4	singular	De man naast Linda mist de persoon.
De man naast Linda hoort	De man naast Linda horen	hoort	horen	1	4	singular	De man naast Linda hoort de persoon.
De man naast Linda onderzoekt	De man naast Linda onderzoeken	onderzoekt	onderzoeken	1	4	singular	De man naast Linda onderzoekt de persoon.
De man naast Linda bekritiseert	De man naast Linda bekritiseren	bekritiseert	bekritiseren	1	4	singular	De man naast Linda bekritiseert de persoon.
De man naast Linda stimuleert	De man naast Linda stimuleren	stimuleert	stimuleren	1	4	singular	De man naast Linda stimuleert de persoon.
De man naast Linda vermijdt	De man naast Linda vermijden	vermijdt	vermijden	1	4	singular	De man naast Linda vermijdt de persoon.
De man naast Linda groet	De man naast Linda groeten	groet	groeten	1	4	singular	De man naast Linda groet de persoon.
