agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	completed
De meid onder de stoel verleidt	De meid onder de stoel verleiden	verleidt	verleiden	1	5	singular	singular	De meid onder de stoel verleidt de persoon.
De inwoner achter het bureau mist	De inwoner achter het bureau missen	mist	missen	1	5	singular	singular	De inwoner achter het bureau mist de persoon.
De man onder het raam begrijpt	De man onder het raam begrijpen	begrijpt	begrijpen	1	5	singular	singular	De man onder het raam begrijpt de persoon.
De inwoner achter de stoel mist	De inwoner achter de stoel missen	mist	missen	1	5	singular	singular	De inwoner achter de stoel mist de persoon.
De moeder onder de boom onderzoekt	De moeder onder de boom onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De moeder onder de boom onderzoekt de persoon.
De atleet achter de boom verleidt	De atleet achter de boom verleiden	verleidt	verleiden	1	5	singular	singular	De atleet achter de boom verleidt de persoon.
De oom op de tafel vertrouwt	De oom op de tafel vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De oom op de tafel vertrouwt de persoon.
De inwoner naast het bureau verleidt	De inwoner naast het bureau verleiden	verleidt	verleiden	1	5	singular	singular	De inwoner naast het bureau verleidt de persoon.
De man onder de fiets mist	De man onder de fiets missen	mist	missen	1	5	singular	singular	De man onder de fiets mist de persoon.
De moeder achter de boom herkent	De moeder achter de boom herkennen	herkent	herkennen	1	5	singular	singular	De moeder achter de boom herkent de persoon.
De vader onder de vrachtwagen mist	De vader onder de vrachtwagen missen	mist	missen	1	5	singular	singular	De vader onder de vrachtwagen mist de persoon.
De winnaar naast het bureau herkent	De winnaar naast het bureau herkennen	herkent	herkennen	1	5	singular	singular	De winnaar naast het bureau herkent de persoon.
De winnaar naast de vrachtwagen mist	De winnaar naast de vrachtwagen missen	mist	missen	1	5	singular	singular	De winnaar naast de vrachtwagen mist de persoon.
De oom achter de stoel begrijpt	De oom achter de stoel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De oom achter de stoel begrijpt de persoon.
De moeder achter de boom hoort	De moeder achter de boom horen	hoort	horen	1	5	singular	singular	De moeder achter de boom hoort de persoon.
De man op de stoel vertrouwt	De man op de stoel vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De man op de stoel vertrouwt de persoon.
De inwoner achter de boom bekritiseert	De inwoner achter de boom bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De inwoner achter de boom bekritiseert de persoon.
De moeder op de stoel begrijpt	De moeder op de stoel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De moeder op de stoel begrijpt de persoon.
De boer naast de fiets vertrouwt	De boer naast de fiets vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De boer naast de fiets vertrouwt de persoon.
De oom naast de boom groet	De oom naast de boom groeten	groet	groeten	1	5	singular	singular	De oom naast de boom groet de persoon.
De vriend bij het bureau vertrouwt	De vriend bij het bureau vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De vriend bij het bureau vertrouwt de persoon.
De schrijver naast het bureau bekritiseert	De schrijver naast het bureau bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De schrijver naast het bureau bekritiseert de persoon.
De inwoner onder de stoel bekritiseert	De inwoner onder de stoel bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De inwoner onder de stoel bekritiseert de persoon.
De vriend op de tafel mist	De vriend op de tafel missen	mist	missen	1	5	singular	singular	De vriend op de tafel mist de persoon.
De man bij de tafel steunt	De man bij de tafel steunen	steunt	steunen	1	5	singular	singular	De man bij de tafel steunt de persoon.
De vriend naast het bureau begrijpt	De vriend naast het bureau begrijpen	begrijpt	begrijpen	1	5	singular	singular	De vriend naast het bureau begrijpt de persoon.
De persoon onder het raam onderzoekt	De persoon onder het raam onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De persoon onder het raam onderzoekt de persoon.
De moeder bij de tafel kent	De moeder bij de tafel kennen	kent	kennen	1	5	singular	singular	De moeder bij de tafel kent de persoon.
De boer bij de stoel herkent	De boer bij de stoel herkennen	herkent	herkennen	1	5	singular	singular	De boer bij de stoel herkent de persoon.
De winnaar achter de stoel groet	De winnaar achter de stoel groeten	groet	groeten	1	5	singular	singular	De winnaar achter de stoel groet de persoon.
De meid bij de tafel stimuleert	De meid bij de tafel stimuleren	stimuleert	stimuleren	1	5	singular	singular	De meid bij de tafel stimuleert de persoon.
De atleet onder het bureau vermijdt	De atleet onder het bureau vermijden	vermijdt	vermijden	1	5	singular	singular	De atleet onder het bureau vermijdt de persoon.
De persoon op de boom verleidt	De persoon op de boom verleiden	verleidt	verleiden	1	5	singular	singular	De persoon op de boom verleidt de persoon.
De schrijver bij de vrachtwagen stimuleert	De schrijver bij de vrachtwagen stimuleren	stimuleert	stimuleren	1	5	singular	singular	De schrijver bij de vrachtwagen stimuleert de persoon.
De meid naast de tafel herkent	De meid naast de tafel herkennen	herkent	herkennen	1	5	singular	singular	De meid naast de tafel herkent de persoon.
De schrijver bij de boom roept	De schrijver bij de boom roepen	roept	roepen	1	5	singular	singular	De schrijver bij de boom roept de persoon.
De meid bij de boom mist	De meid bij de boom missen	mist	missen	1	5	singular	singular	De meid bij de boom mist de persoon.
De boer bij de stoel vermijdt	De boer bij de stoel vermijden	vermijdt	vermijden	1	5	singular	singular	De boer bij de stoel vermijdt de persoon.
De advocaat bij de stoel herkent	De advocaat bij de stoel herkennen	herkent	herkennen	1	5	singular	singular	De advocaat bij de stoel herkent de persoon.
De tante bij het bureau vertrouwt	De tante bij het bureau vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De tante bij het bureau vertrouwt de persoon.
De moeder bij de vrachtwagen mist	De moeder bij de vrachtwagen missen	mist	missen	1	5	singular	singular	De moeder bij de vrachtwagen mist de persoon.
De man onder het raam groet	De man onder het raam groeten	groet	groeten	1	5	singular	singular	De man onder het raam groet de persoon.
De boer naast het raam ziet	De boer naast het raam zien	ziet	zien	1	5	singular	singular	De boer naast het raam ziet de persoon.
De meid onder de vrachtwagen kent	De meid onder de vrachtwagen kennen	kent	kennen	1	5	singular	singular	De meid onder de vrachtwagen kent de persoon.
De inwoner achter de stoel begrijpt	De inwoner achter de stoel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De inwoner achter de stoel begrijpt de persoon.
De persoon op de vrachtwagen steunt	De persoon op de vrachtwagen steunen	steunt	steunen	1	5	singular	singular	De persoon op de vrachtwagen steunt de persoon.
De inwoner bij de tafel ziet	De inwoner bij de tafel zien	ziet	zien	1	5	singular	singular	De inwoner bij de tafel ziet de persoon.
De moeder bij de tafel stimuleert	De moeder bij de tafel stimuleren	stimuleert	stimuleren	1	5	singular	singular	De moeder bij de tafel stimuleert de persoon.
De inwoner achter het raam stimuleert	De inwoner achter het raam stimuleren	stimuleert	stimuleren	1	5	singular	singular	De inwoner achter het raam stimuleert de persoon.
De moeder naast de vrachtwagen verleidt	De moeder naast de vrachtwagen verleiden	verleidt	verleiden	1	5	singular	singular	De moeder naast de vrachtwagen verleidt de persoon.
De man achter de stoel vertrouwt	De man achter de stoel vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De man achter de stoel vertrouwt de persoon.
De advocaat op het raam mist	De advocaat op het raam missen	mist	missen	1	5	singular	singular	De advocaat op het raam mist de persoon.
De tante bij het bureau ziet	De tante bij het bureau zien	ziet	zien	1	5	singular	singular	De tante bij het bureau ziet de persoon.
De meid bij de tafel bekritiseert	De meid bij de tafel bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De meid bij de tafel bekritiseert de persoon.
De vriend bij de stoel mist	De vriend bij de stoel missen	mist	missen	1	5	singular	singular	De vriend bij de stoel mist de persoon.
De boer bij de vrachtwagen stimuleert	De boer bij de vrachtwagen stimuleren	stimuleert	stimuleren	1	5	singular	singular	De boer bij de vrachtwagen stimuleert de persoon.
De atleet achter het raam vertrouwt	De atleet achter het raam vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De atleet achter het raam vertrouwt de persoon.
De schrijver onder de tafel mist	De schrijver onder de tafel missen	mist	missen	1	5	singular	singular	De schrijver onder de tafel mist de persoon.
De vriend op het bureau roept	De vriend op het bureau roepen	roept	roepen	1	5	singular	singular	De vriend op het bureau roept de persoon.
De vader onder het raam stimuleert	De vader onder het raam stimuleren	stimuleert	stimuleren	1	5	singular	singular	De vader onder het raam stimuleert de persoon.
De oom op het bureau kent	De oom op het bureau kennen	kent	kennen	1	5	singular	singular	De oom op het bureau kent de persoon.
De vader onder de fiets roept	De vader onder de fiets roepen	roept	roepen	1	5	singular	singular	De vader onder de fiets roept de persoon.
De atleet onder het raam ziet	De atleet onder het raam zien	ziet	zien	1	5	singular	singular	De atleet onder het raam ziet de persoon.
De vader onder de tafel herkent	De vader onder de tafel herkennen	herkent	herkennen	1	5	singular	singular	De vader onder de tafel herkent de persoon.
De meid bij de tafel onderzoekt	De meid bij de tafel onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De meid bij de tafel onderzoekt de persoon.
De vriend bij de tafel hoort	De vriend bij de tafel horen	hoort	horen	1	5	singular	singular	De vriend bij de tafel hoort de persoon.
De atleet naast de fiets onderzoekt	De atleet naast de fiets onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De atleet naast de fiets onderzoekt de persoon.
De vriend achter de tafel begrijpt	De vriend achter de tafel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De vriend achter de tafel begrijpt de persoon.
De persoon achter de vrachtwagen kent	De persoon achter de vrachtwagen kennen	kent	kennen	1	5	singular	singular	De persoon achter de vrachtwagen kent de persoon.
De persoon achter de tafel mist	De persoon achter de tafel missen	mist	missen	1	5	singular	singular	De persoon achter de tafel mist de persoon.
De meid onder de vrachtwagen onderzoekt	De meid onder de vrachtwagen onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De meid onder de vrachtwagen onderzoekt de persoon.
De man bij de vrachtwagen roept	De man bij de vrachtwagen roepen	roept	roepen	1	5	singular	singular	De man bij de vrachtwagen roept de persoon.
De atleet achter de vrachtwagen ziet	De atleet achter de vrachtwagen zien	ziet	zien	1	5	singular	singular	De atleet achter de vrachtwagen ziet de persoon.
De inwoner onder het bureau bekritiseert	De inwoner onder het bureau bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De inwoner onder het bureau bekritiseert de persoon.
De meid op de boom ziet	De meid op de boom zien	ziet	zien	1	5	singular	singular	De meid op de boom ziet de persoon.
De advocaat onder het bureau onderzoekt	De advocaat onder het bureau onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De advocaat onder het bureau onderzoekt de persoon.
De oom achter de vrachtwagen hoort	De oom achter de vrachtwagen horen	hoort	horen	1	5	singular	singular	De oom achter de vrachtwagen hoort de persoon.
De inwoner op het raam bekritiseert	De inwoner op het raam bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De inwoner op het raam bekritiseert de persoon.
De schrijver achter het raam hoort	De schrijver achter het raam horen	hoort	horen	1	5	singular	singular	De schrijver achter het raam hoort de persoon.
De persoon achter het raam herkent	De persoon achter het raam herkennen	herkent	herkennen	1	5	singular	singular	De persoon achter het raam herkent de persoon.
De man achter de boom begrijpt	De man achter de boom begrijpen	begrijpt	begrijpen	1	5	singular	singular	De man achter de boom begrijpt de persoon.
De oom onder de stoel roept	De oom onder de stoel roepen	roept	roepen	1	5	singular	singular	De oom onder de stoel roept de persoon.
De moeder op de fiets hoort	De moeder op de fiets horen	hoort	horen	1	5	singular	singular	De moeder op de fiets hoort de persoon.
De advocaat bij de fiets steunt	De advocaat bij de fiets steunen	steunt	steunen	1	5	singular	singular	De advocaat bij de fiets steunt de persoon.
De man achter de boom kent	De man achter de boom kennen	kent	kennen	1	5	singular	singular	De man achter de boom kent de persoon.
De schrijver onder de stoel verleidt	De schrijver onder de stoel verleiden	verleidt	verleiden	1	5	singular	singular	De schrijver onder de stoel verleidt de persoon.
De atleet naast de vrachtwagen mist	De atleet naast de vrachtwagen missen	mist	missen	1	5	singular	singular	De atleet naast de vrachtwagen mist de persoon.
De schrijver achter de stoel roept	De schrijver achter de stoel roepen	roept	roepen	1	5	singular	singular	De schrijver achter de stoel roept de persoon.
De meid onder de fiets hoort	De meid onder de fiets horen	hoort	horen	1	5	singular	singular	De meid onder de fiets hoort de persoon.
De man op het raam mist	De man op het raam missen	mist	missen	1	5	singular	singular	De man op het raam mist de persoon.
De man naast de vrachtwagen vermijdt	De man naast de vrachtwagen vermijden	vermijdt	vermijden	1	5	singular	singular	De man naast de vrachtwagen vermijdt de persoon.
De schrijver achter het bureau onderzoekt	De schrijver achter het bureau onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De schrijver achter het bureau onderzoekt de persoon.
De boer achter de vrachtwagen kent	De boer achter de vrachtwagen kennen	kent	kennen	1	5	singular	singular	De boer achter de vrachtwagen kent de persoon.
De oom bij de tafel verleidt	De oom bij de tafel verleiden	verleidt	verleiden	1	5	singular	singular	De oom bij de tafel verleidt de persoon.
De meid bij de boom vertrouwt	De meid bij de boom vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De meid bij de boom vertrouwt de persoon.
De moeder op de stoel stimuleert	De moeder op de stoel stimuleren	stimuleert	stimuleren	1	5	singular	singular	De moeder op de stoel stimuleert de persoon.
De vader bij de fiets stimuleert	De vader bij de fiets stimuleren	stimuleert	stimuleren	1	5	singular	singular	De vader bij de fiets stimuleert de persoon.
De tante bij de vrachtwagen stimuleert	De tante bij de vrachtwagen stimuleren	stimuleert	stimuleren	1	5	singular	singular	De tante bij de vrachtwagen stimuleert de persoon.
De advocaat bij de tafel kent	De advocaat bij de tafel kennen	kent	kennen	1	5	singular	singular	De advocaat bij de tafel kent de persoon.
De vriend onder de fiets hoort	De vriend onder de fiets horen	hoort	horen	1	5	singular	singular	De vriend onder de fiets hoort de persoon.
De boer naast de tafel steunt	De boer naast de tafel steunen	steunt	steunen	1	5	singular	singular	De boer naast de tafel steunt de persoon.
De boer onder de vrachtwagen vermijdt	De boer onder de vrachtwagen vermijden	vermijdt	vermijden	1	5	singular	singular	De boer onder de vrachtwagen vermijdt de persoon.
De persoon achter de vrachtwagen mist	De persoon achter de vrachtwagen missen	mist	missen	1	5	singular	singular	De persoon achter de vrachtwagen mist de persoon.
De schrijver naast de fiets hoort	De schrijver naast de fiets horen	hoort	horen	1	5	singular	singular	De schrijver naast de fiets hoort de persoon.
De atleet bij de stoel vertrouwt	De atleet bij de stoel vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De atleet bij de stoel vertrouwt de persoon.
De vader onder de fiets begrijpt	De vader onder de fiets begrijpen	begrijpt	begrijpen	1	5	singular	singular	De vader onder de fiets begrijpt de persoon.
De persoon op het raam steunt	De persoon op het raam steunen	steunt	steunen	1	5	singular	singular	De persoon op het raam steunt de persoon.
De atleet op de tafel groet	De atleet op de tafel groeten	groet	groeten	1	5	singular	singular	De atleet op de tafel groet de persoon.
De schrijver achter het bureau verleidt	De schrijver achter het bureau verleiden	verleidt	verleiden	1	5	singular	singular	De schrijver achter het bureau verleidt de persoon.
De persoon naast de boom steunt	De persoon naast de boom steunen	steunt	steunen	1	5	singular	singular	De persoon naast de boom steunt de persoon.
De tante bij de fiets roept	De tante bij de fiets roepen	roept	roepen	1	5	singular	singular	De tante bij de fiets roept de persoon.
De oom onder de fiets bekritiseert	De oom onder de fiets bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De oom onder de fiets bekritiseert de persoon.
De schrijver op de vrachtwagen groet	De schrijver op de vrachtwagen groeten	groet	groeten	1	5	singular	singular	De schrijver op de vrachtwagen groet de persoon.
De inwoner onder het bureau mist	De inwoner onder het bureau missen	mist	missen	1	5	singular	singular	De inwoner onder het bureau mist de persoon.
De vader naast de stoel mist	De vader naast de stoel missen	mist	missen	1	5	singular	singular	De vader naast de stoel mist de persoon.
De vader bij de boom vermijdt	De vader bij de boom vermijden	vermijdt	vermijden	1	5	singular	singular	De vader bij de boom vermijdt de persoon.
De winnaar naast het raam ziet	De winnaar naast het raam zien	ziet	zien	1	5	singular	singular	De winnaar naast het raam ziet de persoon.
De man bij de fiets kent	De man bij de fiets kennen	kent	kennen	1	5	singular	singular	De man bij de fiets kent de persoon.
De inwoner op het raam herkent	De inwoner op het raam herkennen	herkent	herkennen	1	5	singular	singular	De inwoner op het raam herkent de persoon.
De schrijver bij de stoel roept	De schrijver bij de stoel roepen	roept	roepen	1	5	singular	singular	De schrijver bij de stoel roept de persoon.
De schrijver op de vrachtwagen kent	De schrijver op de vrachtwagen kennen	kent	kennen	1	5	singular	singular	De schrijver op de vrachtwagen kent de persoon.
De man onder de vrachtwagen hoort	De man onder de vrachtwagen horen	hoort	horen	1	5	singular	singular	De man onder de vrachtwagen hoort de persoon.
De meid op de fiets onderzoekt	De meid op de fiets onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De meid op de fiets onderzoekt de persoon.
De man achter de boom groet	De man achter de boom groeten	groet	groeten	1	5	singular	singular	De man achter de boom groet de persoon.
De inwoner naast de fiets stimuleert	De inwoner naast de fiets stimuleren	stimuleert	stimuleren	1	5	singular	singular	De inwoner naast de fiets stimuleert de persoon.
De boer bij het bureau vermijdt	De boer bij het bureau vermijden	vermijdt	vermijden	1	5	singular	singular	De boer bij het bureau vermijdt de persoon.
De atleet onder de stoel ziet	De atleet onder de stoel zien	ziet	zien	1	5	singular	singular	De atleet onder de stoel ziet de persoon.
De advocaat onder de vrachtwagen verleidt	De advocaat onder de vrachtwagen verleiden	verleidt	verleiden	1	5	singular	singular	De advocaat onder de vrachtwagen verleidt de persoon.
De vriend op de stoel kent	De vriend op de stoel kennen	kent	kennen	1	5	singular	singular	De vriend op de stoel kent de persoon.
De schrijver op de boom ziet	De schrijver op de boom zien	ziet	zien	1	5	singular	singular	De schrijver op de boom ziet de persoon.
De tante naast het bureau onderzoekt	De tante naast het bureau onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De tante naast het bureau onderzoekt de persoon.
De inwoner achter de stoel groet	De inwoner achter de stoel groeten	groet	groeten	1	5	singular	singular	De inwoner achter de stoel groet de persoon.
De moeder naast de vrachtwagen groet	De moeder naast de vrachtwagen groeten	groet	groeten	1	5	singular	singular	De moeder naast de vrachtwagen groet de persoon.
De oom bij de fiets herkent	De oom bij de fiets herkennen	herkent	herkennen	1	5	singular	singular	De oom bij de fiets herkent de persoon.
De atleet naast de stoel bekritiseert	De atleet naast de stoel bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De atleet naast de stoel bekritiseert de persoon.
De advocaat op het bureau bekritiseert	De advocaat op het bureau bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De advocaat op het bureau bekritiseert de persoon.
De man bij het bureau kent	De man bij het bureau kennen	kent	kennen	1	5	singular	singular	De man bij het bureau kent de persoon.
De moeder naast de fiets vertrouwt	De moeder naast de fiets vertrouwen	vertrouwt	vertrouwen	1	5	singular	singular	De moeder naast de fiets vertrouwt de persoon.
De moeder onder het bureau mist	De moeder onder het bureau missen	mist	missen	1	5	singular	singular	De moeder onder het bureau mist de persoon.
De persoon op de boom begrijpt	De persoon op de boom begrijpen	begrijpt	begrijpen	1	5	singular	singular	De persoon op de boom begrijpt de persoon.
De boer naast het raam onderzoekt	De boer naast het raam onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De boer naast het raam onderzoekt de persoon.
De schrijver bij het raam onderzoekt	De schrijver bij het raam onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De schrijver bij het raam onderzoekt de persoon.
De inwoner bij het bureau mist	De inwoner bij het bureau missen	mist	missen	1	5	singular	singular	De inwoner bij het bureau mist de persoon.
De tante achter de stoel verleidt	De tante achter de stoel verleiden	verleidt	verleiden	1	5	singular	singular	De tante achter de stoel verleidt de persoon.
De winnaar op het bureau bekritiseert	De winnaar op het bureau bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De winnaar op het bureau bekritiseert de persoon.
De atleet op de tafel begrijpt	De atleet op de tafel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De atleet op de tafel begrijpt de persoon.
De advocaat op het bureau roept	De advocaat op het bureau roepen	roept	roepen	1	5	singular	singular	De advocaat op het bureau roept de persoon.
De boer naast de fiets ziet	De boer naast de fiets zien	ziet	zien	1	5	singular	singular	De boer naast de fiets ziet de persoon.
De moeder naast het raam kent	De moeder naast het raam kennen	kent	kennen	1	5	singular	singular	De moeder naast het raam kent de persoon.
De vader naast de boom onderzoekt	De vader naast de boom onderzoeken	onderzoekt	onderzoeken	1	5	singular	singular	De vader naast de boom onderzoekt de persoon.
De meid achter de fiets steunt	De meid achter de fiets steunen	steunt	steunen	1	5	singular	singular	De meid achter de fiets steunt de persoon.
De tante achter de tafel begrijpt	De tante achter de tafel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De tante achter de tafel begrijpt de persoon.
De tante onder de vrachtwagen hoort	De tante onder de vrachtwagen horen	hoort	horen	1	5	singular	singular	De tante onder de vrachtwagen hoort de persoon.
De vriend naast het bureau ziet	De vriend naast het bureau zien	ziet	zien	1	5	singular	singular	De vriend naast het bureau ziet de persoon.
De atleet naast de tafel bekritiseert	De atleet naast de tafel bekritiseren	bekritiseert	bekritiseren	1	5	singular	singular	De atleet naast de tafel bekritiseert de persoon.
De vader naast de boom ziet	De vader naast de boom zien	ziet	zien	1	5	singular	singular	De vader naast de boom ziet de persoon.
De boer op het bureau stimuleert	De boer op het bureau stimuleren	stimuleert	stimuleren	1	5	singular	singular	De boer op het bureau stimuleert de persoon.
De oom bij het raam begrijpt	De oom bij het raam begrijpen	begrijpt	begrijpen	1	5	singular	singular	De oom bij het raam begrijpt de persoon.
De inwoner achter de vrachtwagen groet	De inwoner achter de vrachtwagen groeten	groet	groeten	1	5	singular	singular	De inwoner achter de vrachtwagen groet de persoon.
De tante achter het raam hoort	De tante achter het raam horen	hoort	horen	1	5	singular	singular	De tante achter het raam hoort de persoon.
De tante onder het bureau verleidt	De tante onder het bureau verleiden	verleidt	verleiden	1	5	singular	singular	De tante onder het bureau verleidt de persoon.
De winnaar naast de vrachtwagen hoort	De winnaar naast de vrachtwagen horen	hoort	horen	1	5	singular	singular	De winnaar naast de vrachtwagen hoort de persoon.
De moeder naast de stoel roept	De moeder naast de stoel roepen	roept	roepen	1	5	singular	singular	De moeder naast de stoel roept de persoon.
De schrijver bij de fiets hoort	De schrijver bij de fiets horen	hoort	horen	1	5	singular	singular	De schrijver bij de fiets hoort de persoon.
De vader achter de vrachtwagen roept	De vader achter de vrachtwagen roepen	roept	roepen	1	5	singular	singular	De vader achter de vrachtwagen roept de persoon.
De advocaat op de tafel begrijpt	De advocaat op de tafel begrijpen	begrijpt	begrijpen	1	5	singular	singular	De advocaat op de tafel begrijpt de persoon.
De atleet onder de stoelen bekritiseert	De atleet onder de stoelen bekritiseren	bekritiseert	bekritiseren	1	5	singular	plural	De atleet onder de stoelen bekritiseert de persoon.
De vriend naast de ramen ziet	De vriend naast de ramen zien	ziet	zien	1	5	singular	plural	De vriend naast de ramen ziet de persoon.
De persoon naast de tafels steunt	De persoon naast de tafels steunen	steunt	steunen	1	5	singular	plural	De persoon naast de tafels steunt de persoon.
De winnaar naast de ramen vermijdt	De winnaar naast de ramen vermijden	vermijdt	vermijden	1	5	singular	plural	De winnaar naast de ramen vermijdt de persoon.
De inwoner op de bureaus bekritiseert	De inwoner op de bureaus bekritiseren	bekritiseert	bekritiseren	1	5	singular	plural	De inwoner op de bureaus bekritiseert de persoon.
De vader naast de fietsen herkent	De vader naast de fietsen herkennen	herkent	herkennen	1	5	singular	plural	De vader naast de fietsen herkent de persoon.
De vader op de tafels kent	De vader op de tafels kennen	kent	kennen	1	5	singular	plural	De vader op de tafels kent de persoon.
De vriend onder de ramen herkent	De vriend onder de ramen herkennen	herkent	herkennen	1	5	singular	plural	De vriend onder de ramen herkent de persoon.
De moeder bij de bomen ziet	De moeder bij de bomen zien	ziet	zien	1	5	singular	plural	De moeder bij de bomen ziet de persoon.
De meid naast de vrachtwagens ziet	De meid naast de vrachtwagens zien	ziet	zien	1	5	singular	plural	De meid naast de vrachtwagens ziet de persoon.
De winnaar achter de ramen onderzoekt	De winnaar achter de ramen onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De winnaar achter de ramen onderzoekt de persoon.
De schrijver onder de fietsen steunt	De schrijver onder de fietsen steunen	steunt	steunen	1	5	singular	plural	De schrijver onder de fietsen steunt de persoon.
De vriend op de bureaus mist	De vriend op de bureaus missen	mist	missen	1	5	singular	plural	De vriend op de bureaus mist de persoon.
De meid onder de bureaus ziet	De meid onder de bureaus zien	ziet	zien	1	5	singular	plural	De meid onder de bureaus ziet de persoon.
De atleet op de fietsen vermijdt	De atleet op de fietsen vermijden	vermijdt	vermijden	1	5	singular	plural	De atleet op de fietsen vermijdt de persoon.
De schrijver bij de stoelen kent	De schrijver bij de stoelen kennen	kent	kennen	1	5	singular	plural	De schrijver bij de stoelen kent de persoon.
De persoon bij de ramen hoort	De persoon bij de ramen horen	hoort	horen	1	5	singular	plural	De persoon bij de ramen hoort de persoon.
De vader op de vrachtwagens vertrouwt	De vader op de vrachtwagens vertrouwen	vertrouwt	vertrouwen	1	5	singular	plural	De vader op de vrachtwagens vertrouwt de persoon.
De meid bij de stoelen vermijdt	De meid bij de stoelen vermijden	vermijdt	vermijden	1	5	singular	plural	De meid bij de stoelen vermijdt de persoon.
De meid op de ramen onderzoekt	De meid op de ramen onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De meid op de ramen onderzoekt de persoon.
De moeder onder de bureaus stimuleert	De moeder onder de bureaus stimuleren	stimuleert	stimuleren	1	5	singular	plural	De moeder onder de bureaus stimuleert de persoon.
De moeder naast de vrachtwagens ziet	De moeder naast de vrachtwagens zien	ziet	zien	1	5	singular	plural	De moeder naast de vrachtwagens ziet de persoon.
De persoon onder de stoelen kent	De persoon onder de stoelen kennen	kent	kennen	1	5	singular	plural	De persoon onder de stoelen kent de persoon.
De oom naast de bomen herkent	De oom naast de bomen herkennen	herkent	herkennen	1	5	singular	plural	De oom naast de bomen herkent de persoon.
De man achter de bureaus onderzoekt	De man achter de bureaus onderzoeken	onderzoekt	onderzoeken	1	5	singular	plural	De man achter de bureaus onderzoekt de persoon.
De persoon achter de ramen herkent	De persoon achter de ramen herkennen	herkent	herkennen	1	5	singular	plural	De persoon achter de ramen herkent de persoon.
De boer naast de tafels stimuleert	De boer naast de tafels stimuleren	stimuleert	stimuleren	1	5	singular	plural	De boer naast de tafels stimuleert de persoon.
De oom achter de bomen stimuleert	De oom achter de bomen stimuleren	stimuleert	stimuleren	1	5	singular	plural	De oom achter de bomen stimuleert de persoon.
De advocaat onder de vrachtwagens stimuleert	De advocaat onder de vrachtwagens stimuleren	stimuleert	stimuleren	1	5	singular	plural	De advocaat onder de vrachtwagens stimuleert de persoon.
De vriend onder de bomen steunt	De vriend onder de bomen steunen	steunt	steunen	1	5	singular	plural	De vriend onder de bomen steunt de persoon.
De vriend naast de vrachtwagens vertrouwt	De vriend naast de vrachtwagens vertrouwen	vertrouwt	vertrouwen	1	5	singular	plural	De vriend naast de vrachtwagens vertrouwt de persoon.
De inwoner op de tafels herkent	De inwoner op de tafels herkennen	herkent	herkennen	1	5	singular	plural	De inwoner op de tafels herkent de persoon.
De inwoner onder de ramen begrijpt	De inwoner onder de ramen begrijpen	begrijpt	begrijpen	1	5	singular	plural	De inwoner onder de ramen begrijpt de persoon.
De moeder bij de vrachtwagens bekritiseert	De moeder bij de vrachtwagens bekritiseren	bekritiseert	bekritiseren	1	5	singular	plural	De moeder bij de vrachtwagens bekritiseert de persoon.
De vriend onder de bureaus mist	De vriend onder de bureaus missen	mist	missen	1	5	singular	plural	De vriend onder de bureaus mist de persoon.
